Acido fijo; Acido volatil;Acido citrico;azucar residual;Cloruros;Libre dioxido de azufre;dioxido de sulfuro total ;densidad;pH;sulfatos;alcohol;Calidad
73;17;23;63;51;35;240;9963;336;54;10;6
7;19;23;57;123;27;104;9954;304;54;94;6
7;19;23;57;123;27;104;9954;304;54;94;6
83;28;45;78;59;32;139;9972;333;77;112;6
61;34;46;47;29;21;94;991;329;62;123;6
7;24;25;17;42;48;189;992;325;42;114;6
61;34;46;47;29;21;94;991;329;62;123;6
67;18;19;47;46;57;161;9946;332;66;105;6
76;36;44;83;255;28;142;9958;312;43;102;6
76;27;25;139;5;45;199;9984;334;5;98;6
63;19;21;18;49;35;163;9924;331;5;103;6
7;21;22;51;48;38;168;9945;334;49;104;6
72;2;61;162;43;14;103;9987;306;36;92;6
72;2;61;162;43;14;103;9987;306;36;92;6
72;2;61;162;43;14;103;9987;306;36;92;6
75;29;67;81;37;53;166;9966;29;41;89;6
75;29;67;81;37;53;166;9966;29;41;89;6
72;31;41;86;53;15;89;9976;329;64;99;6
88;23;35;107;4;26;183;9984;293;49;91;6
75;29;67;81;37;53;166;9966;29;41;89;6
73;22;5;137;49;56;189;9994;324;66;9;6
92;71;23;62;42;15;93;9948;289;34;101;6
81;24;38;43;44;49;172;996;337;74;108;6
83;49;43;25;36;32;116;9944;323;47;107;6
68;27;35;78;48;76;197;9959;324;43;95;6
75;38;5;128;42;57;184;9984;309;46;9;6
76;16;41;19;47;27;151;9937;32;53;101;6
74;3;22;525;53;33;180;9926;313;45;116;6
76;17;35;16;47;43;154;9934;336;69;111;6
74;3;22;525;53;33;180;9926;313;45;116;6
7;25;56;2;35;20;95;9918;323;53;11;6
66;32;22;167;46;38;133;9979;322;67;104;6
69;19;39;8;28;22;84;994;311;66;108;6
66;32;22;167;46;38;133;9979;322;67;104;6
76;34;39;76;4;45;215;9965;311;53;92;6
76;34;39;76;4;45;215;9965;311;53;92;6
95;42;41;23;34;22;145;9951;306;52;11;6
67;3;45;106;32;56;212;997;322;59;95;6
57;385;4;126;34;22;115;9964;328;63;99;6
7;22;39;21;55;39;198;9951;352;54;102;6
68;28;35;23;42;16;85;9906;319;56;124;6
59;5;5;26;54;36;146;9948;343;5;92;6
75;18;39;19;54;23;91;9941;327;45;103;6
6;33;38;97;4;29;124;9954;347;48;11;6
99;49;23;24;87;19;115;9948;277;44;94;6
8;36;43;101;53;29;146;9982;34;46;95;6
74;29;25;38;44;30;114;992;311;4;11;6
64;33;24;98;41;29;109;9956;329;47;101;6
76;27;42;26;44;29;110;9912;331;51;127;6
79;28;41;49;58;31;153;9966;327;51;97;6
66;25;42;113;49;77;231;9966;324;52;95;6
81;25;38;38;51;18;129;9928;321;38;115;6
69;25;35;92;34;42;150;9947;321;36;115;6
69;25;35;92;34;42;150;9947;321;36;115;6
69;44;42;85;48;10;147;9974;332;46;95;6
69;44;42;85;48;10;147;9974;332;46;95;6
62;26;19;34;49;47;172;9924;314;43;104;6
73;21;21;16;46;35;133;99466;338;46;10;6
66;19;43;109;45;53;154;99752;352;77;104;6
66;19;43;109;45;53;154;99752;352;77;104;6
67;31;18;77;43;57;200;99566;317;44;94;6
67;31;18;77;43;57;200;99566;317;44;94;6
64;16;25;13;47;20;77;9933;361;54;102;6
63;16;22;13;46;18;66;99307;361;55;103;6
75;42;19;69;41;62;150;99508;323;37;10;6
65;29;42;106;42;66;202;99674;324;53;95;6
77;42;38;81;61;49;144;9966;34;58;11;6
61;41;4;13;36;23;121;99228;324;61;99;6
7;35;17;11;49;7;119;99297;313;36;97;6
7;35;17;11;49;7;119;99297;313;36;97;6
61;28;16;13;6;36;126;99353;313;46;87;6
7;23;42;51;42;37;144;99518;35;59;102;6
8;36;39;16;24;26;93;99116;315;49;119;6
74;35;2;139;54;63;229;99888;311;5;89;6
73;27;37;97;42;36;130;9979;348;75;99;6
88;24;23;103;32;12;97;99571;313;4;107;6
6;29;21;1555;43;20;142;99658;311;54;101;6
63;27;37;79;47;58;215;99542;319;48;95;6
64;37;37;485;41;395;2165;99432;31;5;98;6
62;26;37;71;47;54;201;99523;319;48;95;6
63;27;37;79;47;58;215;99542;319;48;95;6
61;28;24;1995;74;32;174;99922;319;44;93;6
61;28;24;1995;74;32;174;99922;319;44;93;6
74;4;41;141;53;37;194;99886;32;63;94;6
66;26;25;116;45;45;178;99691;333;43;98;6
62;28;45;75;45;46;203;99573;326;46;92;6
58;3;12;16;36;57;163;99239;338;59;105;6
65;23;25;173;46;15;110;99828;315;42;92;6
59;28;14;86;32;30;142;99542;328;44;95;6
59;28;14;86;32;30;142;99542;328;44;95;6
65;23;25;173;46;15;110;99828;315;42;92;6
63;26;42;71;45;62;209;99544;32;53;95;6
63;26;42;71;45;62;209;99544;32;53;95;6
66;24;24;86;34;25;135;99582;333;59;103;6
67;17;42;104;38;85;182;99628;304;44;89;6
64;28;56;17;156;49;106;99354;31;37;92;6
51;14;25;7;39;15;89;9919;322;43;92;6
66;35;35;6;63;31;150;99537;31;47;94;6
7;24;24;9;3;42;219;99636;347;46;102;6
75;13;38;11;23;42;104;99112;328;53;118;6
92;14;37;11;34;36;84;99136;305;55;116;6
715;17;24;96;119;56;178;99578;315;44;102;6
715;17;24;96;119;56;178;99578;315;44;102;6
96;655;21;2;39;21;120;99188;3;1;126;6
76;32;25;95;3;15;136;99367;31;44;121;6
69;3;25;33;41;26;124;99428;318;5;93;6
67;23;25;16;36;28;143;99256;33;54;103;6
65;22;5;164;48;36;182;99904;302;49;88;6
69;3;25;33;41;26;124;99428;318;5;93;6
66;26;38;65;17;68;201;9956;319;38;94;6
67;26;39;64;171;64;200;99562;319;38;94;6
75;28;39;102;45;59;209;9972;316;63;96;6
68;23;42;74;44;56;189;9958;322;48;93;6
68;23;42;74;44;56;189;9958;322;48;93;6
68;24;37;745;43;59;188;99579;32;5;94;6
75;26;25;17;38;29;129;99312;345;56;104;6
63;2;19;123;48;54;145;99668;316;42;93;6
77;18;35;58;55;25;144;99576;324;54;102;6
69;16;37;18;34;36;95;98952;293;59;12;6
63;2;24;17;52;36;135;99374;38;66;108;6
7;27;48;61;42;60;184;99566;32;5;94;6
72;26;4;63;47;52;172;99573;318;53;95;6
63;25;22;33;48;41;161;99256;316;5;105;6
65;22;45;8;53;52;196;9959;323;48;91;6
63;25;22;33;48;41;161;99256;316;5;105;6
65;22;45;8;53;52;196;9959;323;48;91;6
55;375;38;17;36;17;98;99142;329;39;105;6
59;2;4;13;47;23;92;99232;32;45;10;6
59;22;38;13;46;24;90;99232;32;47;10;6
53;16;39;1;28;40;101;99156;357;59;106;6
53;16;39;1;28;40;101;99156;357;59;106;6
56;19;46;11;32;33;115;9909;336;5;104;6
67;15;38;17;37;20;84;99046;309;53;114;6
67;15;38;17;37;20;84;99046;309;53;114;6
61;16;37;11;31;37;97;9922;34;58;105;6
57;21;25;11;35;26;81;9902;331;52;114;6
57;21;25;11;35;26;81;9902;331;52;114;6
69;14;38;1;41;22;81;99043;303;54;114;6
69;14;38;1;41;22;81;99043;303;54;114;6
68;26;48;62;49;55;182;99582;321;45;94;6
6;28;52;5;78;30;139;99494;31;36;9;6
81;12;38;9;34;36;86;99026;28;55;12;6
69;23;41;8;3;30;114;99368;322;54;11;6
63;22;22;56;39;31;128;99296;312;46;104;6
75;19;4;71;56;50;110;9954;306;52;99;6
68;32;39;96;26;34;124;99286;318;35;121;6
66;23;2;114;44;45;131;99604;296;51;97;6
66;23;2;114;44;45;131;99604;296;51;97;6
65;2;5;181;54;50;221;99941;294;64;88;6
68;25;37;31;26;29;93;99035;314;45;122;6
7;13;37;1285;42;36;105;99581;305;55;107;6
7;13;37;1285;42;36;105;99581;305;55;107;6
84;32;35;117;29;3;46;99439;302;34;118;6
7;13;37;1285;42;36;105;99581;305;55;107;6
75;18;37;62;5;21;138;99546;32;55;105;6
58;19;25;108;42;33;124;99646;322;41;92;6
68;24;38;83;45;50;185;99578;315;5;95;6
69;25;47;84;42;36;156;99604;315;55;94;6
63;33;42;172;37;57;170;99884;326;57;94;6
65;23;45;21;27;43;104;99054;302;52;113;6
62;33;41;168;37;58;173;99882;325;57;94;6
63;33;42;172;37;57;170;99884;326;57;94;6
72;21;1;11;154;46;114;9931;295;43;92;6
69;24;37;61;27;38;112;99086;319;34;124;6
71;17;43;13;23;33;132;99067;311;56;117;6
63;25;44;17;24;36;116;98935;318;4;125;6
85;19;48;11;26;23;58;99184;29;5;105;6
7;15;38;153;45;54;120;9975;318;42;98;6
61;18;38;23;33;28;111;98962;316;49;124;6
75;25;47;41;41;95;163;99184;292;59;113;6
85;19;48;11;26;23;58;99184;29;5;105;6
66;17;35;26;3;33;78;99146;322;72;113;6
85;23;4;99;36;24;88;9951;302;42;105;6
66;17;35;26;3;33;78;99146;322;72;113;6
63;28;47;112;4;61;183;99592;312;51;95;6
76;27;52;32;43;28;152;99129;302;53;114;6
77;26;51;26;45;26;159;99126;3;5;112;6
76;27;52;32;43;28;152;99129;302;53;114;6
67;24;46;22;33;19;111;99045;31;62;119;6
65;24;39;173;52;22;126;99888;311;47;92;6
62;25;42;8;49;53;206;99586;316;47;91;6
65;24;39;173;52;22;126;99888;311;47;92;6
5;24;21;22;39;31;100;99098;369;62;117;6
65;33;38;25;47;30;148;98964;317;43;127;6
66;25;35;29;34;38;121;99008;319;4;128;6
66;39;39;119;57;51;221;99851;326;51;89;6
62;25;39;13;51;42;135;9906;323;4;111;6
69;22;43;64;42;34;115;99293;305;51;108;6
66;39;39;119;57;51;221;99851;326;51;89;6
78;17;5;13;45;35;140;9904;316;4;12;6
72;32;4;87;38;45;154;99568;32;47;104;6
72;32;4;87;38;45;154;99568;32;47;104;6
58;39;47;75;27;12;88;9907;338;45;14;6
76;25;123;46;35;51;294;99018;303;43;131;6
72;4;38;22;3;40;109;99075;327;46;126;6
65;34;46;1;23;6;80;98865;315;54;129;6
52;34;37;62;31;42;133;99076;325;41;125;6
62;19;38;51;19;22;82;98961;305;36;125;6
76;17;46;9;36;63;147;99126;302;41;107;6
73;2;39;23;48;24;87;99044;294;35;12;6
73;2;39;23;48;24;87;99044;294;35;12;6
76;15;35;43;51;23;98;99422;31;44;95;6
65;24;38;1;27;31;90;98926;324;36;123;6
83;16;37;79;25;38;107;99306;293;37;119;6
65;24;38;1;27;31;90;98926;324;36;123;6
65;21;4;73;41;49;115;99268;321;43;11;6
76;24;44;38;37;49;146;9911;306;37;116;6
83;16;37;79;25;38;107;99306;293;37;119;6
7;21;42;53;37;36;123;99321;314;52;109;6
79;34;44;65;27;47;126;99124;296;37;125;6
79;34;44;65;27;47;126;99124;296;37;125;6
82;3;44;124;43;52;154;99452;304;33;12;6
75;18;45;46;41;67;158;9927;301;38;106;6
52;335;2;17;33;17;74;99002;334;48;123;6
66;24;38;1275;34;8;74;99386;31;57;129;6
82;3;44;124;43;52;154;99452;304;33;12;6
68;27;37;82;55;52;192;99586;311;52;95;6
68;27;42;73;54;58;200;99556;312;49;94;6
67;13;57;66;56;60;150;99548;296;43;94;6
68;21;37;7;38;27;107;99206;298;82;115;6
69;22;39;6;35;44;141;99123;311;33;125;6
64;16;42;1;36;29;113;9908;318;52;11;6
68;22;41;67;34;39;116;99245;318;46;115;6
67;13;45;42;43;52;131;99162;306;54;113;6
67;24;37;113;43;64;173;99632;308;53;99;6
58;23;2;2;43;39;154;99226;321;39;102;6
66;2;14;44;184;35;168;99396;293;45;94;6
8;34;25;64;35;38;103;99148;291;23;122;6
66;2;14;44;184;35;168;99396;293;45;94;6
63;24;35;23;39;43;109;99056;334;44;118;6
66;435;38;92;58;66;243;99833;323;54;91;6
58;18;37;11;36;31;96;98942;316;48;12;6
51;165;22;57;47;42;146;9934;318;55;99;6
66;425;25;235;34;23;87;99082;305;41;114;6
68;18;24;98;58;64;188;9952;313;51;106;6
67;18;24;103;57;64;185;99519;312;5;106;6
66;16;21;67;55;43;157;99384;315;52;108;6
53;32;23;965;26;26;119;99168;318;53;122;6
62;3;21;11;32;31;111;9889;297;42;122;6
62;3;21;11;32;31;111;9889;297;42;122;6
7;4;25;18;5;51;189;99174;3;55;114;6
88;39;35;18;96;22;80;99016;295;54;126;6
77;46;18;33;54;18;143;99392;312;51;108;6
77;46;18;33;54;18;143;99392;312;51;108;6
6;14;17;56;36;37;127;99373;305;57;98;6
67;21;48;148;5;31;195;99942;295;75;88;6
72;37;4;116;32;34;214;9963;31;51;98;6
72;37;4;116;32;34;214;9963;31;51;98;6
71;17;4;1455;47;47;156;99945;334;78;91;6
71;17;4;1455;47;47;156;99945;334;78;91;6
71;17;4;1455;47;47;156;99945;334;78;91;6
71;18;39;1525;47;45;158;99946;334;77;91;6
69;24;23;71;41;20;97;99246;31;85;114;6
6;16;22;16;42;36;106;9905;324;32;114;6
73;23;24;9;31;29;86;98926;29;38;122;6
68;19;4;985;55;41;103;99532;298;56;105;6
68;19;4;985;55;41;103;99532;298;56;105;6
65;22;19;11;64;36;191;99297;305;5;95;6
62;36;45;104;6;22;184;99711;331;56;98;6
62;36;45;104;6;22;184;99711;331;56;98;6
65;22;19;11;64;36;191;99297;305;5;95;6
8;2;44;1;57;24;111;99158;309;32;112;6
77;43;1;1995;32;42;164;99742;329;5;12;6
64;26;25;107;46;66;179;99606;317;55;99;6
7;22;24;11;41;75;167;99508;298;56;105;6
77;38;23;108;3;28;95;99164;293;41;136;6
72;23;46;64;36;17;85;99279;31;78;117;6
78;28;25;34;24;27;99;98959;298;37;13;6
66;23;37;85;36;46;153;99576;32;48;94;6
6;33;2;18;31;49;159;9919;341;53;11;6
6;33;2;18;31;49;159;9919;341;53;11;6
66;23;37;85;36;46;153;99576;32;48;94;6
62;47;19;83;29;24;142;992;322;45;123;6
6;33;2;18;31;49;159;9919;341;53;11;6
57;22;22;1665;44;39;110;99855;324;48;9;6
57;22;22;1665;44;39;110;99855;324;48;9;6
57;22;22;1665;44;39;110;99855;324;48;9;6
58;14;15;61;42;27;123;99362;306;6;99;6
57;22;22;1665;44;39;110;99855;324;48;9;6
78;31;4;16;27;20;87;9911;315;48;119;6
81;17;21;16;36;24;119;99396;318;52;101;6
68;19;71;175;42;21;114;99784;285;5;95;6
68;19;71;175;42;21;114;99784;285;5;95;6
68;19;71;175;42;21;114;99784;285;5;95;6
66;39;38;97;53;49;226;99787;33;57;94;6
66;26;24;72;38;28;137;9952;335;6;104;6
74;36;23;19;17;31;69;9892;293;36;125;6
7;16;25;143;44;27;149;998;291;46;92;6
7;16;25;143;44;27;149;998;291;46;92;6
68;16;18;18;46;31;114;99226;327;55;108;6
7;16;25;143;44;27;149;998;291;46;92;6
64;38;2;53;117;57;181;99459;324;43;95;6
64;36;2;57;118;61;172;9946;324;43;95;6
66;3;25;8;36;21;124;99362;306;38;108;6
66;3;25;8;36;21;124;99362;306;38;108;6
65;21;51;176;45;34;125;99966;32;47;88;6
66;3;25;8;36;21;124;99362;306;38;108;6
6;25;4;57;52;56;152;99398;316;88;105;6
6;25;4;57;52;56;152;99398;316;88;105;6
7;29;37;16;35;34;126;99058;326;47;123;6
63;32;17;1775;6;51;190;99916;313;48;88;6
63;32;17;1775;6;51;190;99916;313;48;88;6
62;21;18;116;44;61;155;99655;314;52;94;6
56;25;19;24;49;42;166;992;325;43;104;6
69;58;58;82;32;29;169;99275;328;44;122;6
68;15;41;129;44;795;183;99742;324;78;102;6
68;15;41;129;44;795;183;99742;324;78;102;6
68;15;41;129;44;795;183;99742;324;78;102;6
71;21;35;25;4;41;186;99128;332;56;125;6
64;15;4;13;53;61;146;99112;317;68;11;6
68;15;41;129;44;795;182;99742;324;78;102;6
67;34;43;16;41;29;114;99014;323;44;126;6
65;35;38;74;36;20;196;99712;347;48;91;6
63;18;24;34;53;20;119;99373;311;52;92;6
61;22;46;18;16;34;74;9884;319;33;134;6
66;26;52;82;47;52;191;99541;316;47;95;6
69;21;62;63;42;7;109;99358;296;59;102;6
63;4;24;51;36;43;131;99186;324;44;113;6
67;46;21;4;34;12;88;99016;326;54;13;6
63;4;24;51;36;43;131;99186;324;44;113;6
67;37;25;25;28;24;84;9909;314;36;117;6
66;21;5;87;36;41;191;99294;296;56;11;6
67;37;25;25;28;24;84;9909;314;36;117;6
65;27;19;66;45;98;175;99364;316;34;101;6
65;27;19;66;45;98;175;99364;316;34;101;6
6;31;38;48;4;41;101;98968;324;56;131;6
65;27;19;66;45;98;175;99364;316;34;101;6
6;28;24;178;47;42;111;99896;31;45;89;6
6;28;24;178;47;42;111;99896;31;45;89;6
6;28;24;178;47;42;111;99896;31;45;89;6
6;28;24;178;47;42;111;99896;31;45;89;6
59;435;16;64;31;21;134;99151;324;46;122;6
61;22;38;28;144;12;65;9908;295;64;114;6
72;23;82;13;149;70;109;99304;293;42;92;6
74;25;37;26;5;24;132;99138;304;53;112;6
57;23;25;795;42;16;108;99486;344;61;103;6
82;18;38;11;4;41;92;99062;288;6;12;6
64;2;15;66;46;26;113;99408;299;58;99;6
56;185;19;71;48;36;110;99438;326;41;95;6
56;185;19;71;48;36;110;99438;326;41;95;6
66;43;24;119;4;54;159;99622;314;54;98;6
54;185;19;71;48;36;110;99438;326;41;95;6
65;29;52;79;49;35;192;99551;316;51;95;6
65;29;52;79;49;35;192;99551;316;51;95;6
69;27;25;75;3;18;117;99116;309;38;13;6
65;29;52;17;34;41;193;99223;325;59;104;6
56;23;25;8;43;31;101;99429;319;42;104;6
73;23;41;146;48;73;223;99863;316;71;94;6
61;2;17;16;48;46;129;991;33;43;114;6
73;23;41;146;48;73;223;99863;316;71;94;6
61;25;48;158;52;25;94;99782;307;45;92;6
61;25;48;158;52;25;94;99782;307;45;92;6
65;46;24;115;51;56;171;99588;308;56;98;6
59;23;24;16;37;32;115;99076;321;51;114;6
76;19;37;131;33;52;151;99726;318;79;104;6
62;32;45;29;29;37;94;98998;325;6;124;6
76;19;37;131;33;52;151;99726;318;79;104;6
75;26;38;57;21;23;125;99338;313;62;111;6
64;2;22;74;32;53;172;99404;324;58;11;6
69;19;35;135;38;49;118;99546;3;63;107;6
69;19;35;135;38;49;118;99546;3;63;107;6
69;19;35;135;38;49;118;99546;3;63;107;6
7;2;4;11;58;30;93;99322;303;38;92;6
65;21;42;11;59;33;101;9927;312;38;97;6
68;27;24;46;98;36;127;99412;315;49;96;6
64;5;2;24;59;19;112;99314;318;4;92;6
64;5;2;24;59;19;112;99314;318;4;92;6
63;29;23;142;37;24;99;99528;308;38;106;6
67;28;42;35;35;43;105;99021;318;38;122;6
5;255;22;27;43;46;153;99238;375;76;113;6
6;2;25;2;41;30;95;99078;327;56;111;6
62;35;2;181;69;33;158;99908;315;5;88;6
62;35;2;181;69;33;158;99908;315;5;88;6
63;23;22;1745;54;42;151;99853;312;6;93;6
62;34;25;121;59;33;171;99769;314;56;87;6
59;65;23;5;35;20;128;99016;346;48;128;6
63;24;22;119;5;65;179;99659;306;58;93;6
65;31;61;13;53;31;123;99708;309;5;93;6
75;38;56;97;55;15;170;99605;313;65;99;6
67;2;24;65;44;28;100;99348;312;33;102;6
67;2;24;65;44;28;100;99348;312;33;102;6
69;26;38;105;44;33;139;99517;306;5;103;6
59;32;2;144;5;29;144;99666;324;41;103;6
6;17;21;6;5;26;134;9939;308;54;98;6
71;38;42;118;41;32;193;99624;304;49;10;6
62;29;23;124;48;33;201;99612;311;56;99;6
63;26;25;52;46;11;133;99202;297;68;11;6
6;22;23;5;45;10;122;99261;294;63;10;6
75;35;37;25;66;29;89;98964;314;42;127;6
65;26;24;108;42;47;130;996;308;4;101;6
59;14;2;16;4;26;114;99105;325;45;114;6
55;23;19;22;44;39;161;99209;319;43;104;6
7;24;24;18;47;29;91;99251;33;43;99;6
38;31;2;111;36;20;114;99248;375;44;124;6
62;36;22;525;38;44;145;99184;322;4;112;6
69;52;54;79;36;23;169;99267;326;47;122;6
7;55;5;8;36;19;164;99269;326;46;122;6
62;36;22;525;38;44;145;99184;322;4;112;6
57;22;2;16;44;41;113;99862;322;46;89;6
57;22;2;16;44;41;113;99862;322;46;89;6
57;22;2;16;44;41;113;99862;322;46;89;6
57;22;2;16;44;41;113;99862;322;46;89;6
57;22;2;16;44;41;113;99862;322;46;89;6
7;2;35;88;37;31;103;99388;313;49;11;6
56;26;0;102;38;13;111;99315;344;46;124;6
71;39;39;111;34;25;204;99616;305;52;10;6
61;24;25;16;44;24;115;9921;339;59;109;6
59;25;24;74;44;21;113;99462;338;58;105;6
66;34;25;48;38;16;121;99198;336;71;126;6
56;225;24;98;54;59;140;99545;317;39;102;6
63;28;22;115;36;27;150;99445;3;33;106;6
71;2;35;32;34;21;107;99195;311;54;111;6
76;31;52;132;42;61;148;99839;298;47;91;6
7;36;25;57;15;14;73;98963;282;59;132;6
72;34;2;58;62;52;203;99461;317;44;98;6
66;22;23;173;47;37;118;99906;308;46;88;6
66;22;23;173;47;37;118;99906;308;46;88;6
66;22;23;173;47;37;118;99906;308;46;88;6
66;22;23;173;47;37;118;99906;308;46;88;6
66;22;23;173;47;37;118;99906;308;46;88;6
61;22;5;66;45;30;122;99415;322;49;99;6
62;21;52;65;47;28;123;99418;322;49;99;6
72;24;24;17;45;18;161;99196;325;53;112;6
5;35;25;78;31;24;116;99241;339;4;113;6
5;35;25;78;31;24;116;99241;339;4;113;6
44;46;1;28;24;31;111;98816;348;34;131;6
64;28;22;128;39;51;150;99535;323;43;107;6
69;29;25;122;4;29;136;99552;305;65;104;6
77;28;24;24;44;29;157;99312;327;56;106;6
71;42;2;28;38;28;109;98968;323;47;134;6
57;25;22;98;49;50;125;99571;32;45;101;6
6;2;38;13;34;37;104;98865;311;52;127;6
64;15;25;78;5;13;68;99394;316;4;99;6
61;28;23;42;38;13;95;98898;297;7;131;6
6;19;37;97;32;17;50;9932;308;66;12;6
68;31;25;105;43;30;165;9972;336;55;1055;6
68;23;39;161;53;71;194;9988;318;64;102;6
66;54;21;163;55;41;182;9986;335;54;104;6
68;17;17;51;49;26;82;993;3;38;98;6
58;13;22;127;58;24;183;9956;332;42;117;6
66;16;25;98;49;595;137;995;316;38;10;6
58;13;22;127;58;24;183;9956;332;42;117;6
58;27;22;127;58;42;206;9946;332;38;123;6
68;17;17;51;49;26;82;993;3;38;98;6
64;37;19;35;68;18;101;9934;303;38;9;6
73;26;53;127;47;605;1645;9984;306;45;91;6
73;28;54;129;49;62;1625;9984;306;45;91;6
73;28;54;129;49;62;1625;9984;306;45;91;6
58;12;21;13;56;35;121;9908;332;33;114;6
73;26;53;127;47;605;156;9984;306;45;91;6
73;28;54;129;49;62;152;9984;306;45;91;6
63;25;53;18;21;41;101;989315;319;31;13;6
59;21;23;79;33;22;130;9944;338;59;109;6
54;27;22;46;22;29;107;98889;333;54;138;6
58;29;15;11;29;12;83;9898;33;4;114;6
68;32;23;33;26;31;99;9896;31;4;124;6
57;2;24;138;47;44;112;99837;297;66;88;6
63;37;51;63;48;35;146;9943;31;101;105;6
64;23;37;79;5;60;150;99488;286;49;93;6
59;34;25;2;42;12;110;99034;302;54;114;6
5;33;23;118;3;23;158;99322;341;64;118;6
8;33;35;10;35;22;108;99457;312;36;116;6
7;33;78;99;42;21;251;99435;301;55;11;6
67;66;0;13;33;32;75;99551;315;5;107;6
69;23;35;69;3;45;116;99244;28;54;11;6
5;33;18;46;32;40;124;99114;318;4;11;6
64;38;19;45;38;36;119;99151;307;42;112;6
64;4;25;42;32;15;91;98988;326;52;131;6
63;3;91;82;34;50;199;99394;339;49;117;6
61;19;37;26;41;24;99;99153;318;5;109;6
61;19;37;26;41;24;99;99153;318;5;109;6
63;3;91;82;34;50;199;99394;339;49;117;6
62;28;41;5;43;50;188;99318;323;64;108;6
58;29;38;107;38;49;136;99366;311;59;112;6
58;345;15;108;33;26;120;99494;325;49;10;6
6;24;41;13;36;42;118;99018;304;64;1175;6
65;21;35;57;43;47;197;99392;324;5;101;6
68;29;22;34;35;40;122;99024;309;47;123;6
71;43;25;28;36;43;132;98975;321;47;134;6
66;25;25;13;4;28;85;98984;287;48;112;6
66;33;41;2;27;14;79;99063;327;63;124;6
57;21;37;45;4;58;140;99332;329;62;106;6
56;27;37;9;25;11;49;98845;329;33;131;6
7;27;74;13;173;34;121;99334;304;46;92;6
64;69;9;76;44;34;144;9948;326;38;101;6
64;69;9;76;44;34;144;9948;326;38;101;6
63;36;5;83;53;51;202;9955;32;51;96;6
57;27;16;9;53;32;111;99474;336;37;104;6
56;205;16;1255;51;31;115;99564;34;38;108;6
54;205;16;1255;51;31;115;99564;34;38;108;6
57;27;16;9;53;32;111;99474;336;37;104;6
55;315;38;26;33;10;69;9909;312;59;108;6
52;24;15;71;43;32;134;99378;324;48;99;6
64;42;46;84;5;58;180;99495;318;46;97;6
63;48;48;18;35;35;96;99121;349;74;122;6
53;31;38;105;31;53;140;99321;334;46;117;6
53;31;38;105;31;53;140;99321;334;46;117;6
52;185;22;1;3;47;123;99218;355;44;1015;6
55;3;25;19;29;33;118;98972;336;66;125;6
63;23;5;104;43;61;132;99542;286;46;91;6
56;26;5;114;29;25;93;99428;323;49;105;6
62;35;25;184;51;28;182;99946;313;62;93;6
73;36;62;71;33;48;185;99472;314;62;106;6
64;19;35;102;43;40;106;99632;316;5;97;6
66;29;73;22;27;21;92;99;312;48;124;6
65;2;35;39;4;27;140;99102;298;53;118;6
58;315;19;194;31;28;106;99704;297;4;1055;6
67;3;5;121;45;38;127;9974;304;53;89;6
67;3;5;121;45;38;127;9974;304;53;89;6
62;3;42;22;36;28;128;9901;313;38;116;6
67;3;5;121;45;38;127;9974;304;53;89;6
47;785;0;34;36;23;134;98981;353;92;138;6
62;26;2;8;47;35;111;99445;311;42;104;6
66;28;9;109;51;37;131;99566;293;62;95;6
6;26;24;13;53;66;150;9924;321;62;104;6
7;17;42;1;75;19;71;99103;332;62;114;6
57;4;35;51;26;17;113;99052;318;67;124;6
61;41;2;126;32;54;136;99516;291;43;106;6
58;385;25;37;31;38;122;99128;32;63;112;6
57;4;35;51;26;17;113;99052;318;67;124;6
7;24;47;13;43;18;131;99176;319;45;11;6
65;28;38;78;31;54;216;99154;303;42;131;6
53;275;24;74;38;28;114;99313;338;51;11;6
57;22;25;11;5;97;175;99099;344;62;111;6
62;28;57;1;43;50;92;99004;317;36;115;6
48;29;23;11;44;38;180;98924;328;34;119;6
7;36;35;25;48;67;161;99146;305;56;111;6
7;36;35;25;48;67;161;99146;305;56;111;6
71;23;39;137;58;26;172;99755;29;46;9;6
71;23;39;137;58;26;172;99755;29;46;9;6
62;355;35;2;46;31;95;98822;306;46;136;6
57;41;21;19;48;30;112;99138;329;55;112;6
5;2;4;19;15;20;98;9897;337;55;1205;6
49;47;17;19;35;60;148;98964;327;35;115;6
66;34;4;81;46;68;170;99494;315;5;955;6
6;21;38;8;2;22;98;98941;326;32;118;6
7;27;36;207;45;45;170;1;3;45;88;6
7;27;36;207;45;45;170;1;3;45;88;6
74;25;36;205;5;31;100;992;319;44;108;6
67;19;36;11;26;63;143;9912;327;48;11;6
68;28;36;8;45;28;123;9928;302;37;114;6
61;18;36;2;38;20;2495;9923;337;79;113;6
73;28;36;127;4;38;140;998;33;79;96;6
73;28;36;127;4;38;140;998;33;79;96;6
69;24;36;208;31;40;139;9975;32;33;11;6
7;28;36;1;35;8;70;9899;309;46;121;6
73;26;36;52;4;31;141;9931;316;59;11;6
74;25;36;132;67;53;178;9976;301;48;9;6
74;25;36;132;67;53;178;9976;301;48;9;6
74;25;36;132;67;53;178;9976;301;48;9;6
74;25;36;132;67;53;178;9976;301;48;9;6
66;28;36;17;38;22;101;9912;329;57;116;6
68;2;36;16;28;7;46;99175;321;6;109;6
86;18;36;18;4;24;187;9956;325;55;95;6
71;3;36;68;55;445;234;9972;349;64;102;6
71;3;36;68;55;445;234;9972;349;64;102;6
